category	relative_path	name	extension	size_bytes	last_write_time	candidate_for_import
OTHER	backend\package-lock.json	package-lock.json	.json	190519	2026-06-18T13:11:42	False
OTHER	backend\package.json	package.json	.json	1319	2026-06-18T13:12:09	False
OTHER	backend\tsconfig.json	tsconfig.json	.json	1020	2026-06-18T13:12:35	False
OTHER	config\tool-installation-registry\tool-installation-registry.20260618-111212.json	tool-installation-registry.20260618-111212.json	.json	52745	2026-06-18T11:19:01	False
OTHER	config\tool-installation-registry\tool-installation-registry.latest.json	tool-installation-registry.latest.json	.json	5928	2026-06-18T12:38:11	False
OTHER	config\tool-installation-registry\tool-installation-registry.validation.20260618-112035.json	tool-installation-registry.validation.20260618-112035.json	.json	3144	2026-06-18T11:20:35	False
CONTRACTS	contracts\kanban-local\consumable-card.schema.json	consumable-card.schema.json	.json	4009	2026-06-18T10:31:57	True
CONTRACTS	contracts\kanban-local\recurrent-detected-input.schema.json	recurrent-detected-input.schema.json	.json	3214	2026-06-18T10:43:14	True
CONTRACTS	contracts\openclaw-skill-packet\openclaw-readonly-intake-output-contract.json	openclaw-readonly-intake-output-contract.json	.json	5753	2026-06-18T10:55:16	True
CONTRACTS	contracts\openwebui-openclaw-readonly-adapter\readonly-intake-thread.schema.json	readonly-intake-thread.schema.json	.json	3780	2026-06-18T10:52:29	True
CONTRACTS	contracts\tool-linking\tool-linking-permissions-contract.json	tool-linking-permissions-contract.json	.json	3729	2026-06-18T10:54:24	True
OTHER	dashboard\controlled-actions-index.json	controlled-actions-index.json	.json	881	2026-06-17T10:49:07	False
CONTRACTS	data\006E_VALIDACION_OPERATIVA_VISUAL\contracts\visual-validation-contract.json	visual-validation-contract.json	.json	2206	2026-06-17T20:48:14	True
OTHER	data\006E_VALIDACION_OPERATIVA_VISUAL\docs\DECISION_HUMANA_006E.md	DECISION_HUMANA_006E.md	.md	444	2026-06-17T20:48:14	False
MANUALS	data\006E_VALIDACION_OPERATIVA_VISUAL\docs\MANUAL_006E.md	MANUAL_006E.md	.md	278	2026-06-17T20:48:14	True
REPORTS	data\006E_VALIDACION_OPERATIVA_VISUAL\reports\visual-readiness-report.json	visual-readiness-report.json	.json	690	2026-06-17T20:48:14	True
OTHER	data\apply-scope-102\receipts\apply-scope-receipt.json	apply-scope-receipt.json	.json	781	2026-06-17T13:33:50	False
CONTRACTS	data\apply-scope-102\apply-boundary-contract.json	apply-boundary-contract.json	.json	1875	2026-06-17T13:33:50	True
OTHER	data\apply-scope-102\apply-scope-model.json	apply-scope-model.json	.json	1449	2026-06-17T13:33:50	False
OTHER	data\approval-console-059\receipts\approval-console-upgrade-receipt.json	approval-console-upgrade-receipt.json	.json	820	2026-06-17T12:21:45	False
OTHER	data\approval-console-059\approval-console-upgrade-model.json	approval-console-upgrade-model.json	.json	2676	2026-06-17T12:21:45	False
OTHER	data\approval-console-059\proposal-approval-gate.json	proposal-approval-gate.json	.json	1008	2026-06-17T12:21:45	False
OTHER	data\arbitration-069\receipts\arbitration-console-receipt.json	arbitration-console-receipt.json	.json	650	2026-06-17T12:38:15	False
OTHER	data\arbitration-069\arbitration-gate.json	arbitration-gate.json	.json	1009	2026-06-17T12:38:15	False
OTHER	data\arbitration-069\arbitration-model.json	arbitration-model.json	.json	2635	2026-06-17T12:38:15	False
OTHER	data\batch-apply-preview-070\receipts\batch-apply-preview-receipt.json	batch-apply-preview-receipt.json	.json	726	2026-06-17T12:39:16	False
OTHER	data\batch-apply-preview-070\batch-apply-gate.json	batch-apply-gate.json	.json	722	2026-06-17T12:39:16	False
OTHER	data\batch-apply-preview-070\batch-apply-preview-model.json	batch-apply-preview-model.json	.json	2290	2026-06-17T12:39:16	False
OTHER	data\batch-apply-preview-070\batch-apply-preview.json	batch-apply-preview.json	.json	3478	2026-06-17T12:39:16	False
PROMPTS	data\CIERRE_DOCUMENTAL_001\continuidad\PROMPT_CONTINUIDAD.md	PROMPT_CONTINUIDAD.md	.md	570	2026-06-17T20:47:38	True
OTHER	data\CIERRE_DOCUMENTAL_001\docs\DECISIONES_CONSOLIDADAS.md	DECISIONES_CONSOLIDADAS.md	.md	312	2026-06-17T20:47:38	False
OTHER	data\CIERRE_DOCUMENTAL_001\docs\ESTADO_FINAL.md	ESTADO_FINAL.md	.md	268	2026-06-17T20:47:38	False
OTHER	data\CIERRE_DOCUMENTAL_001\docs\INDICE_MAESTRO.md	INDICE_MAESTRO.md	.md	401	2026-06-17T20:47:38	False
OTHER	data\CIERRE_DOCUMENTAL_001\docs\NEXT_OBJECTIVE_006E.md	NEXT_OBJECTIVE_006E.md	.md	317	2026-06-17T20:47:38	False
REPORTS	data\CIERRE_DOCUMENTAL_001\reports\cierre-documental-manifest.json	cierre-documental-manifest.json	.json	1454	2026-06-17T20:47:38	True
REPORTS	data\CIERRE_DOCUMENTAL_001\reports\cierre-documental-report.json	cierre-documental-report.json	.json	228	2026-06-17T20:47:38	True
OTHER	data\cline-real-proposal-no-apply\receipts\first-cline-proposal-task-receipt.json	first-cline-proposal-task-receipt.json	.json	1466	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\cline-output-capture-request.json	cline-output-capture-request.json	.json	1160	2026-06-16T15:32:45	False
CONTRACTS	data\cline-real-proposal-no-apply\cline-proposal-no-apply-policy.json	cline-proposal-no-apply-policy.json	.json	1598	2026-06-16T15:32:45	True
OTHER	data\cline-real-proposal-no-apply\cline-proposal-normalized.json	cline-proposal-normalized.json	.json	2017	2026-06-16T15:32:45	False
CONTRACTS	data\cline-real-proposal-no-apply\cline-proposal-output-contract.json	cline-proposal-output-contract.json	.json	2991	2026-06-16T15:32:45	True
PROMPTS	data\cline-real-proposal-no-apply\cline-proposal-prompt-preview.md	cline-proposal-prompt-preview.md	.md	1576	2026-06-16T15:32:45	True
OTHER	data\cline-real-proposal-no-apply\cline-proposal-raw-output.json	cline-proposal-raw-output.json	.json	840	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\cline-proposal-task-candidate.json	cline-proposal-task-candidate.json	.json	3805	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\cline-real-proposal-no-apply-manifest.json	cline-real-proposal-no-apply-manifest.json	.json	7328	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\cline-task-creation-gate.json	cline-task-creation-gate.json	.json	2838	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\cline-task-creation-request-preview.json	cline-task-creation-request-preview.json	.json	1912	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\first-cline-proposal-no-apply-scope.json	first-cline-proposal-no-apply-scope.json	.json	2160	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\sample-human-proposal-decision.json	sample-human-proposal-decision.json	.json	1205	2026-06-16T15:32:45	False
OTHER	data\cline-real-proposal-no-apply\selected-kanban-context.json	selected-kanban-context.json	.json	8107	2026-06-16T15:32:45	False
CONTRACTS	data\command-hub-037\command-compatibility-contract.json	command-compatibility-contract.json	.json	1719	2026-06-17T11:39:55	True
OTHER	data\command-hub-037\unified-command-map.json	unified-command-map.json	.json	6962	2026-06-17T11:39:55	False
OTHER	data\controlled-action-from-proposal-015\receipts\controlled-action-receipt.json	controlled-action-receipt.json	.json	552	2026-06-17T08:17:14	False
ROADMAP_TSV	data\controlled-action-from-proposal-015\controlled-action-execution-plan.json	controlled-action-execution-plan.json	.json	623	2026-06-17T08:17:14	True
OTHER	data\controlled-action-from-proposal-015\controlled-action-from-proposal-015-manifest.json	controlled-action-from-proposal-015-manifest.json	.json	1285	2026-06-17T08:17:48	False
OTHER	data\controlled-action-from-proposal-015\controlled-action-from-proposal-scope.json	controlled-action-from-proposal-scope.json	.json	825	2026-06-17T08:08:41	False
CONTRACTS	data\controlled-action-from-proposal-015\controlled-action-gate-schema.json	controlled-action-gate-schema.json	.json	771	2026-06-17T08:09:16	True
OTHER	data\controlled-action-from-proposal-015\controlled-action-request-preview.json	controlled-action-request-preview.json	.json	427	2026-06-17T08:10:37	False
OTHER	data\controlled-action-from-proposal-015\initial-route-decision.json	initial-route-decision.json	.json	452	2026-06-17T08:08:41	False
OTHER	data\controlled-action-from-proposal-015\sample-human-gate-decision.json	sample-human-gate-decision.json	.json	502	2026-06-17T08:09:16	False
OTHER	data\controlled-action-instance-018\receipts\blocked-action-receipt.json	blocked-action-receipt.json	.json	554	2026-06-17T10:05:23	False
OTHER	data\controlled-action-instance-018\receipts\dry-run-receipt.json	dry-run-receipt.json	.json	605	2026-06-17T10:01:06	False
ROADMAP_TSV	data\controlled-action-instance-018\receipts\execution-plan-receipt.json	execution-plan-receipt.json	.json	636	2026-06-17T10:05:23	True
OTHER	data\controlled-action-instance-018\receipts\gate-receipt.json	gate-receipt.json	.json	623	2026-06-17T09:59:45	False
OTHER	data\controlled-action-instance-018\receipts\initial-preview-receipt.json	initial-preview-receipt.json	.json	641	2026-06-17T09:58:36	False
OTHER	data\controlled-action-instance-018\artifacts-manifest-after-dry-run.json	artifacts-manifest-after-dry-run.json	.json	1279	2026-06-17T10:01:06	False
OTHER	data\controlled-action-instance-018\controlled-action-instance-comparison.json	controlled-action-instance-comparison.json	.json	1322	2026-06-17T10:06:27	False
OTHER	data\controlled-action-instance-018\controlled-action-instance-dry-run-request.json	controlled-action-instance-dry-run-request.json	.json	933	2026-06-17T10:01:06	False
OTHER	data\controlled-action-instance-018\controlled-action-instance-dry-run-result.json	controlled-action-instance-dry-run-result.json	.json	551	2026-06-17T10:01:06	False
ROADMAP_TSV	data\controlled-action-instance-018\controlled-action-instance-execution-plan.json	controlled-action-instance-execution-plan.json	.json	714	2026-06-17T10:05:23	True
OTHER	data\controlled-action-instance-018\controlled-action-instance-gate.json	controlled-action-instance-gate.json	.json	624	2026-06-17T09:59:45	False
OTHER	data\controlled-action-instance-018\controlled-action-instance-preview.json	controlled-action-instance-preview.json	.json	1138	2026-06-17T09:58:36	False
OTHER	data\controlled-action-instance-018\controlled-action-instance-scope.json	controlled-action-instance-scope.json	.json	836	2026-06-17T09:58:36	False
OTHER	data\controlled-action-instance-018\human-decision-sample.json	human-decision-sample.json	.json	1680	2026-06-17T09:59:45	False
OTHER	data\controlled-action-instance-018\initial-artifacts-manifest.json	initial-artifacts-manifest.json	.json	1543	2026-06-17T09:58:36	False
OTHER	data\controlled-action-instance-018\template-reference.json	template-reference.json	.json	1081	2026-06-17T09:58:36	False
OTHER	data\controlled-action-replication-016\receipts\controlled-action-replication-receipt.json	controlled-action-replication-receipt.json	.json	521	2026-06-17T08:33:49	False
OTHER	data\controlled-action-replication-016\controlled-action-replication-comparison.json	controlled-action-replication-comparison.json	.json	1169	2026-06-17T08:34:41	False
ROADMAP_TSV	data\controlled-action-replication-016\controlled-action-replication-execution-plan.json	controlled-action-replication-execution-plan.json	.json	566	2026-06-17T08:33:49	True
CONTRACTS	data\controlled-action-replication-016\controlled-action-replication-gate-schema.json	controlled-action-replication-gate-schema.json	.json	781	2026-06-17T08:25:11	True
OTHER	data\controlled-action-replication-016\controlled-action-replication-request-preview.json	controlled-action-replication-request-preview.json	.json	437	2026-06-17T08:29:03	False
OTHER	data\controlled-action-replication-016\controlled-action-replication-scope.json	controlled-action-replication-scope.json	.json	803	2026-06-17T08:24:25	False
OTHER	data\controlled-action-replication-016\initial-route-decision.json	initial-route-decision.json	.json	450	2026-06-17T08:24:25	False
OTHER	data\controlled-action-replication-016\sample-human-gate-decision.json	sample-human-gate-decision.json	.json	512	2026-06-17T08:25:11	False
OTHER	data\controlled-action-template-017\controlled-action-dry-run-template.json	controlled-action-dry-run-template.json	.json	844	2026-06-17T08:54:01	False
CONTRACTS	data\controlled-action-template-017\controlled-action-gate-contract.json	controlled-action-gate-contract.json	.json	1402	2026-06-17T08:53:04	True
CONTRACTS	data\controlled-action-template-017\controlled-action-naming-rules.json	controlled-action-naming-rules.json	.json	355	2026-06-17T08:52:07	True
OTHER	data\controlled-action-template-017\controlled-action-objective-blueprint.json	controlled-action-objective-blueprint.json	.json	557	2026-06-17T08:52:07	False
OTHER	data\controlled-action-template-017\controlled-action-postcheck-template.json	controlled-action-postcheck-template.json	.json	920	2026-06-17T08:54:01	False
OTHER	data\controlled-action-template-017\controlled-action-receipt-template.json	controlled-action-receipt-template.json	.json	1058	2026-06-17T08:54:01	False
CONTRACTS	data\controlled-action-template-017\controlled-action-template-safety-rules.json	controlled-action-template-safety-rules.json	.json	1700	2026-06-17T08:49:29	True
OTHER	data\controlled-action-template-017\controlled-action-template-scope.json	controlled-action-template-scope.json	.json	1193	2026-06-17T08:49:29	False
OTHER	data\controlled-action-template-017\controlled-action-template.sample.json	controlled-action-template.sample.json	.json	528	2026-06-17T08:49:29	False
CONTRACTS	data\controlled-action-template-017\controlled-action-template.schema.json	controlled-action-template.schema.json	.json	2670	2026-06-17T08:49:29	True
OTHER	data\controlled-action-template-017\gate-samples.json	gate-samples.json	.json	1221	2026-06-17T08:53:04	False
OTHER	data\controlled-action-template-017\generated-objective-preview.sample.json	generated-objective-preview.sample.json	.json	778	2026-06-17T08:52:07	False
OTHER	data\controlled-action-template-017\generated-test-objective-018-preview.json	generated-test-objective-018-preview.json	.json	1328	2026-06-17T08:54:52	False
OTHER	data\controlled-apply-106\receipts\controlled-apply-106-receipt.json	controlled-apply-106-receipt.json	.json	927	2026-06-17T13:38:44	False
OTHER	data\controlled-apply-106\controlled-apply-final-dry-run.json	controlled-apply-final-dry-run.json	.json	1004	2026-06-17T13:38:43	False
OTHER	data\controlled-apply-106\controlled-apply-final-gate.json	controlled-apply-final-gate.json	.json	795	2026-06-17T13:38:43	False
OTHER	data\controlled-apply-106\controlled-apply-result.json	controlled-apply-result.json	.json	984	2026-06-17T13:38:44	False
OTHER	data\controlled-apply-mvp-040\receipts\mvp-apply-authorization-receipt.json	mvp-apply-authorization-receipt.json	.json	542	2026-06-17T11:43:52	False
OTHER	data\controlled-apply-mvp-040\receipts\mvp-controlled-apply-receipt.json	mvp-controlled-apply-receipt.json	.json	513	2026-06-17T11:43:52	False
REPORTS	data\controlled-apply-mvp-040\receipts\mvp-rollback-readiness-receipt.json	mvp-rollback-readiness-receipt.json	.json	635	2026-06-17T11:43:52	True
OTHER	data\controlled-apply-mvp-040\applied-change.json	applied-change.json	.json	767	2026-06-17T11:43:52	False
OTHER	data\controlled-apply-mvp-040\applied-change.rollback-before.json	applied-change.rollback-before.json	.json	92	2026-06-17T11:43:52	False
OTHER	data\controlled-apply-mvp-040\mvp-apply-gate.json	mvp-apply-gate.json	.json	752	2026-06-17T11:43:52	False
OTHER	data\controlled-apply-or-repair-014\receipts\controlled-action-receipt.json	controlled-action-receipt.json	.json	547	2026-06-17T08:02:13	False
ROADMAP_TSV	data\controlled-apply-or-repair-014\controlled-action-execution-plan.json	controlled-action-execution-plan.json	.json	613	2026-06-17T08:02:13	True
OTHER	data\controlled-apply-or-repair-014\controlled-action-request-preview.json	controlled-action-request-preview.json	.json	422	2026-06-17T08:01:29	False
CONTRACTS	data\controlled-apply-or-repair-014\controlled-apply-gate-schema.json	controlled-apply-gate-schema.json	.json	765	2026-06-17T08:00:47	True
OTHER	data\controlled-apply-or-repair-014\controlled-apply-or-repair-014-manifest.json	controlled-apply-or-repair-014-manifest.json	.json	1220	2026-06-17T08:02:56	False
OTHER	data\controlled-apply-or-repair-014\controlled-apply-or-repair-scope.json	controlled-apply-or-repair-scope.json	.json	814	2026-06-17T08:00:07	False
OTHER	data\controlled-apply-or-repair-014\initial-route-decision.json	initial-route-decision.json	.json	447	2026-06-17T08:00:07	False
OTHER	data\controlled-apply-or-repair-014\sample-human-gate-decision.json	sample-human-gate-decision.json	.json	496	2026-06-17T08:00:47	False
OTHER	data\controlled-apply-v2-060\receipts\controlled-apply-v2-receipt.json	controlled-apply-v2-receipt.json	.json	755	2026-06-17T12:22:51	False
OTHER	data\controlled-apply-v2-060\controlled-apply-v2-gate.json	controlled-apply-v2-gate.json	.json	1232	2026-06-17T12:22:51	False
OTHER	data\controlled-apply-v2-060\controlled-apply-v2-output.json	controlled-apply-v2-output.json	.json	1990	2026-06-17T12:22:51	False
OTHER	data\controlled-apply-v2-060\controlled-apply-v2-output.rollback-before.json	controlled-apply-v2-output.rollback-before.json	.json	186	2026-06-17T12:22:51	False
ROADMAP_TSV	data\controlled-apply-v2-060\controlled-apply-v2-rollback-plan.json	controlled-apply-v2-rollback-plan.json	.json	763	2026-06-17T12:22:51	True
OTHER	data\controlled-local-apply-100\receipts\controlled-local-apply-receipt.json	controlled-local-apply-receipt.json	.json	870	2026-06-17T13:27:07	False
OTHER	data\controlled-local-apply-100\controlled-local-apply-package.json	controlled-local-apply-package.json	.json	954	2026-06-17T13:27:07	False
OTHER	data\controlled-local-apply-100\controlled-local-apply-result.json	controlled-local-apply-result.json	.json	919	2026-06-17T13:27:07	False
OTHER	data\controlled-local-apply-100\controlled-local-rollback-pack.json	controlled-local-rollback-pack.json	.json	654	2026-06-17T13:27:07	False
OTHER	data\controlled-local-apply-preview-022\receipts\apply-preview-receipt.json	apply-preview-receipt.json	.json	900	2026-06-17T10:50:15	False
OTHER	data\controlled-local-apply-preview-022\apply-preview-scope.json	apply-preview-scope.json	.json	758	2026-06-17T10:50:15	False
OTHER	data\controlled-local-apply-preview-022\expected-diff-preview.json	expected-diff-preview.json	.json	790	2026-06-17T10:50:15	False
ROADMAP_TSV	data\controlled-local-apply-preview-022\proposed-change-plan.json	proposed-change-plan.json	.json	675	2026-06-17T10:50:15	True
ROADMAP_TSV	data\controlled-local-apply-preview-022\rollback-plan.json	rollback-plan.json	.json	526	2026-06-17T10:50:15	True
CONTRACTS	data\controlled-worker-adapters\cline\cline-adapter-contract.json	cline-adapter-contract.json	.json	2425	2026-06-16T15:32:45	True
OTHER	data\controlled-worker-adapters\cline\sample-cline-request.json	sample-cline-request.json	.json	1625	2026-06-16T15:32:45	False
OTHER	data\controlled-worker-adapters\ollama-remote\remote-ollama-probe-gate.json	remote-ollama-probe-gate.json	.json	729	2026-06-16T15:32:45	False
ROADMAP_TSV	data\controlled-worker-adapters\ollama-remote\remote-ollama-safe-probe-plan.json	remote-ollama-safe-probe-plan.json	.json	2015	2026-06-16T15:32:45	True
OTHER	data\controlled-worker-adapters\receipts\sample-worker-receipt.json	sample-worker-receipt.json	.json	758	2026-06-16T15:32:45	False
OTHER	data\controlled-worker-adapters\controlled-worker-adapters-manifest.json	controlled-worker-adapters-manifest.json	.json	2069	2026-06-16T15:32:45	False
CONTRACTS	data\controlled-worker-adapters\controlled-worker-policy.json	controlled-worker-policy.json	.json	2156	2026-06-16T15:32:45	True
OTHER	data\controlled-worker-adapters\fake-worker-response.json	fake-worker-response.json	.json	1042	2026-06-16T15:32:45	False
OTHER	data\controlled-worker-adapters\sample-human-gate-decision.json	sample-human-gate-decision.json	.json	1411	2026-06-16T15:32:45	False
CONTRACTS	data\controlled-worker-adapters\worker-adapter-contract.json	worker-adapter-contract.json	.json	3003	2026-06-16T15:32:45	True
CONTRACTS	data\controlled-worker-adapters\worker-execution-gate-schema.json	worker-execution-gate-schema.json	.json	2481	2026-06-16T15:32:45	True
OTHER	data\controlled-worker-close-065\receipts\controlled-worker-loop-close-receipt.json	controlled-worker-loop-close-receipt.json	.json	843	2026-06-17T12:28:04	False
OTHER	data\controlled-worker-close-065\controlled-worker-loop-manifest.json	controlled-worker-loop-manifest.json	.json	6012	2026-06-17T12:28:04	False
PROMPTS	data\controlled-worker-task-019\receipts\worker-prompt-receipt.json	worker-prompt-receipt.json	.json	611	2026-06-17T10:47:02	True
OTHER	data\controlled-worker-task-019\controlled-worker-boundaries.json	controlled-worker-boundaries.json	.json	1820	2026-06-17T10:47:02	False
OTHER	data\controlled-worker-task-019\controlled-worker-gate.json	controlled-worker-gate.json	.json	638	2026-06-17T10:47:02	False
OTHER	data\controlled-worker-task-019\controlled-worker-task-scope.json	controlled-worker-task-scope.json	.json	2529	2026-06-17T10:46:01	False
OTHER	data\core-consolidation-204\core-baseline-candidate.json	core-baseline-candidate.json	.json	767	2026-06-17T19:55:07	False
CONTRACTS	data\core-consolidation-204\core-freeze-contract.json	core-freeze-contract.json	.json	2016	2026-06-17T19:55:06	True
CONTRACTS	data\core-consolidation-204\core-freeze-policy.json	core-freeze-policy.json	.json	819	2026-06-17T19:55:06	True
CONTRACTS	data\core-consolidation-205\modular-contract-schema.json	modular-contract-schema.json	.json	1789	2026-06-17T19:55:07	True
ARCHITECTURE	data\core-consolidation-205\module-registry-design.json	module-registry-design.json	.json	1349	2026-06-17T19:55:07	True
CONTRACTS	data\core-consolidation-206\state-memory-contract.json	state-memory-contract.json	.json	1586	2026-06-17T19:55:50	True
OTHER	data\core-consolidation-206\state-memory-package.json	state-memory-package.json	.json	1122	2026-06-17T19:55:50	False
OTHER	data\core-consolidation-207\core-close-manifest.json	core-close-manifest.json	.json	1409	2026-06-17T19:56:34	False
REPORTS	data\core-consolidation-207\core-close-report.md	core-close-report.md	.md	880	2026-06-17T19:56:34	True
MANUALS	data\core-consolidation-207\ENGREMIAT_CORE_MANUAL.md	ENGREMIAT_CORE_MANUAL.md	.md	1292	2026-06-17T19:56:34	True
OTHER	data\core-consolidation-207\next-core-iteration-objective.md	next-core-iteration-objective.md	.md	911	2026-06-17T19:56:34	False
OTHER	data\daily-loop-046\daily-loop-model.json	daily-loop-model.json	.json	2698	2026-06-17T11:56:31	False
OTHER	data\daily-production-052\receipts\daily-production-receipt.json	daily-production-receipt.json	.json	658	2026-06-17T12:02:43	False
OTHER	data\daily-production-052\production-output.json	production-output.json	.json	3180	2026-06-17T12:02:43	False
OTHER	data\daily-production-052\production-output.rollback-before.json	production-output.rollback-before.json	.json	95	2026-06-17T12:02:43	False
OTHER	data\daily-production-052\production-task-gate.json	production-task-gate.json	.json	855	2026-06-17T12:02:43	False
OTHER	data\daily-production-052\production-task-scope.json	production-task-scope.json	.json	1365	2026-06-17T12:02:43	False
OTHER	data\daily-value-dashboard-061\receipts\daily-value-dashboard-receipt.json	daily-value-dashboard-receipt.json	.json	617	2026-06-17T12:24:14	False
OTHER	data\daily-value-dashboard-061\daily-value-dashboard-index.json	daily-value-dashboard-index.json	.json	2611	2026-06-17T12:24:14	False
OTHER	data\daily-value-dashboard-061\daily-value-dashboard-model.json	daily-value-dashboard-model.json	.json	1566	2026-06-17T12:24:14	False
OTHER	data\daily-workbench-086\receipts\daily-workbench-receipt.json	daily-workbench-receipt.json	.json	785	2026-06-17T13:10:02	False
CONTRACTS	data\daily-workbench-086\daily-workbench-contract.json	daily-workbench-contract.json	.json	1781	2026-06-17T13:10:02	True
OTHER	data\daily-workbench-086\daily-workbench-model.json	daily-workbench-model.json	.json	1723	2026-06-17T13:10:02	False
OTHER	data\dashboard-index-092\receipts\dashboard-index-v2-receipt.json	dashboard-index-v2-receipt.json	.json	788	2026-06-17T13:14:38	False
OTHER	data\dashboard-index-092\dashboard-index-v2-map.json	dashboard-index-v2-map.json	.json	3688	2026-06-17T13:14:38	False
OTHER	data\dashboard-index-092\dashboard-index-v2-model.json	dashboard-index-v2-model.json	.json	1029	2026-06-17T13:14:38	False
OTHER	data\dashboard-refresh-119\dashboard-refresh-model.json	dashboard-refresh-model.json	.json	616	2026-06-17T14:17:01	False
OTHER	data\dashboard-refresh-119\real-value-result-entry.json	real-value-result-entry.json	.json	721	2026-06-17T14:17:01	False
OTHER	data\decision-console-039\receipts\human-decision-console-receipt.json	human-decision-console-receipt.json	.json	400	2026-06-17T11:42:50	False
OTHER	data\decision-console-039\active-decision-gate.json	active-decision-gate.json	.json	734	2026-06-17T11:42:50	False
OTHER	data\decision-console-039\decision-console-model.json	decision-console-model.json	.json	1840	2026-06-17T11:42:50	False
OTHER	data\decision-history-048\receipts\decision-history-receipt.json	decision-history-receipt.json	.json	553	2026-06-17T11:58:37	False
CONTRACTS	data\decision-history-048\decision-ledger-schema.json	decision-ledger-schema.json	.json	1903	2026-06-17T11:58:37	True
OTHER	data\decision-shortcuts-088\receipts\decision-shortcuts-receipt.json	decision-shortcuts-receipt.json	.json	876	2026-06-17T13:11:41	False
CONTRACTS	data\decision-shortcuts-088\decision-shortcuts-contract.json	decision-shortcuts-contract.json	.json	1861	2026-06-17T13:11:40	True
OTHER	data\dev\receipts\doc-sync-receipt.json	doc-sync-receipt.json	.json	678	2026-06-17T11:13:57	False
OTHER	data\dev\active-row.json	active-row.json	.json	718	2026-06-16T15:32:45	False
CONTRACTS	data\dev\active-row.schema.json	active-row.schema.json	.json	1723	2026-06-16T15:32:45	True
CONTRACTS	data\dev\command-hub-contract.json	command-hub-contract.json	.json	889	2026-06-17T11:15:03	True
OTHER	data\dev\context-snapshot-model.json	context-snapshot-model.json	.json	821	2026-06-17T11:09:17	False
OTHER	data\dev\context-snapshot.json	context-snapshot.json	.json	1669	2026-06-17T11:09:17	False
CONTRACTS	data\dev\context-snapshot.schema.json	context-snapshot.schema.json	.json	1735	2026-06-16T15:32:45	True
CONTRACTS	data\dev\dashboard-data.schema.json	dashboard-data.schema.json	.json	1868	2026-06-16T15:32:45	True
CONTRACTS	data\dev\dev-system-contract.json	dev-system-contract.json	.json	2950	2026-06-16T15:32:45	True
CONTRACTS	data\dev\dev-system-policy.json	dev-system-policy.json	.json	2213	2026-06-16T15:32:45	True
OTHER	data\dev\doc-sync-map.json	doc-sync-map.json	.json	1471	2026-06-17T11:13:57	False
OTHER	data\dev\doc-sync-model.json	doc-sync-model.json	.json	675	2026-06-17T11:13:57	False
ROADMAP_TSV	data\dev\doc-sync-plan.json	doc-sync-plan.json	.json	2974	2026-06-16T15:32:45	True
OTHER	data\dev\next-package.json	next-package.json	.json	3467	2026-06-16T15:32:45	False
REPORTS	data\dev\readiness-model.json	readiness-model.json	.json	850	2026-06-17T11:11:35	True
CONTRACTS	data\dev\readiness-report.schema.json	readiness-report.schema.json	.json	1909	2026-06-16T15:32:45	True
REPORTS	data\dev\readiness.json	readiness.json	.json	3839	2026-06-16T15:32:45	True
ROADMAP_TSV	data\dev-assisted-worker\apply\assisted-worker-apply-plan.json	assisted-worker-apply-plan.json	.json	1917	2026-06-16T15:32:45	True
REPORTS	data\dev-assisted-worker\evidence\assisted-worker-evidence-manifest.json	assisted-worker-evidence-manifest.json	.json	950	2026-06-16T15:32:45	True
PROMPTS	data\dev-assisted-worker\handoffs\AW-HANDOFF-FIXTURE-001\prompt.md	prompt.md	.md	2780	2026-06-16T15:32:45	True
OTHER	data\dev-assisted-worker\results\AW-TASK-FIXTURE-001\agent-result-proposal.json	agent-result-proposal.json	.json	1835	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\results\agent-result-proposal.fixture.json	agent-result-proposal.fixture.json	.json	1835	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\results\assisted-worker-review-request.json	assisted-worker-review-request.json	.json	912	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\results\summary.fixture.md	summary.fixture.md	.md	195	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\review\assisted-worker-apply-gate.json	assisted-worker-apply-gate.json	.json	747	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\review\assisted-worker-review-request.json	assisted-worker-review-request.json	.json	1680	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\review\assisted-worker-review-request.md	assisted-worker-review-request.md	.md	443	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\tasks\AW-TASK-LOCAL-001\agent-task-package.json	agent-task-package.json	.json	14560	2026-06-16T15:32:45	False
OTHER	data\dev-assisted-worker\agent-result-proposal.fixture.json	agent-result-proposal.fixture.json	.json	1835	2026-06-16T15:32:45	False
