package_idsafe_package_idsource_pathtarget_pathhas_module_jsonneeds_identitymodule_typeactionapply_nowrequires_gate
evidence-browser-089	evidence-browser-089	C:\ENGREMIAT_CORE\data\evidence-browser-089	data\_OFFICIAL_MODULES\evidence-browser-089	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
evidence-decision-loop-079	evidence-decision-loop-079	C:\ENGREMIAT_CORE\data\evidence-decision-loop-079	data\_OFFICIAL_MODULES\evidence-decision-loop-079	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
executions	executions	C:\ENGREMIAT_CORE\data\executions	data\_OFFICIAL_MODULES\executions	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
file-intake-152	file-intake-152	C:\ENGREMIAT_CORE\data\file-intake-152	data\_OFFICIAL_MODULES\file-intake-152	False	True	REGISTRY	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
file-kanban-preview-155	file-kanban-preview-155	C:\ENGREMIAT_CORE\data\file-kanban-preview-155	data\_OFFICIAL_MODULES\file-kanban-preview-155	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
file-parser-153	file-parser-153	C:\ENGREMIAT_CORE\data\file-parser-153	data\_OFFICIAL_MODULES\file-parser-153	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
file-worker-queue-154	file-worker-queue-154	C:\ENGREMIAT_CORE\data\file-worker-queue-154	data\_OFFICIAL_MODULES\file-worker-queue-154	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
file-worker-request-156	file-worker-request-156	C:\ENGREMIAT_CORE\data\file-worker-request-156	data\_OFFICIAL_MODULES\file-worker-request-156	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
final-hardening-044	final-hardening-044	C:\ENGREMIAT_CORE\data\final-hardening-044	data\_OFFICIAL_MODULES\final-hardening-044	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
final-mvp-035	final-mvp-035	C:\ENGREMIAT_CORE\data\final-mvp-035	data\_OFFICIAL_MODULES\final-mvp-035	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
first-cline-proposal-task-009	first-cline-proposal-task-009	C:\ENGREMIAT_CORE\data\first-cline-proposal-task-009	data\_OFFICIAL_MODULES\first-cline-proposal-task-009	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
first-real-authorization-099	first-real-authorization-099	C:\ENGREMIAT_CORE\data\first-real-authorization-099	data\_OFFICIAL_MODULES\first-real-authorization-099	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
first-real-flow-096	first-real-flow-096	C:\ENGREMIAT_CORE\data\first-real-flow-096	data\_OFFICIAL_MODULES\first-real-flow-096	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
first-real-flow-close-101	first-real-flow-close-101	C:\ENGREMIAT_CORE\data\first-real-flow-close-101	data\_OFFICIAL_MODULES\first-real-flow-close-101	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
first-real-proposal-098	first-real-proposal-098	C:\ENGREMIAT_CORE\data\first-real-proposal-098	data\_OFFICIAL_MODULES\first-real-proposal-098	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
first-useful-local-change-023	first-useful-local-change-023	C:\ENGREMIAT_CORE\data\first-useful-local-change-023	data\_OFFICIAL_MODULES\first-useful-local-change-023	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
fixtures	fixtures	C:\ENGREMIAT_CORE\data\fixtures	data\_OFFICIAL_MODULES\fixtures	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
friction-reduction-091	friction-reduction-091	C:\ENGREMIAT_CORE\data\friction-reduction-091	data\_OFFICIAL_MODULES\friction-reduction-091	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
gated-worker-execution	gated-worker-execution	C:\ENGREMIAT_CORE\data\gated-worker-execution	data\_OFFICIAL_MODULES\gated-worker-execution	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
gates	gates	C:\ENGREMIAT_CORE\data\gates	data\_OFFICIAL_MODULES\gates	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
human-authorization-105	human-authorization-105	C:\ENGREMIAT_CORE\data\human-authorization-105	data\_OFFICIAL_MODULES\human-authorization-105	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
human-daily-console-077	human-daily-console-077	C:\ENGREMIAT_CORE\data\human-daily-console-077	data\_OFFICIAL_MODULES\human-daily-console-077	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
human-mvp-close-045	human-mvp-close-045	C:\ENGREMIAT_CORE\data\human-mvp-close-045	data\_OFFICIAL_MODULES\human-mvp-close-045	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
human-need-intake-097	human-need-intake-097	C:\ENGREMIAT_CORE\data\human-need-intake-097	data\_OFFICIAL_MODULES\human-need-intake-097	False	True	REGISTRY	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
human-review-gate-021	human-review-gate-021	C:\ENGREMIAT_CORE\data\human-review-gate-021	data\_OFFICIAL_MODULES\human-review-gate-021	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
human-start-036	human-start-036	C:\ENGREMIAT_CORE\data\human-start-036	data\_OFFICIAL_MODULES\human-start-036	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
integration-close-151	integration-close-151	C:\ENGREMIAT_CORE\data\integration-close-151	data\_OFFICIAL_MODULES\integration-close-151	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
integration-regression-150	integration-regression-150	C:\ENGREMIAT_CORE\data\integration-regression-150	data\_OFFICIAL_MODULES\integration-regression-150	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
integration-smoke-148	integration-smoke-148	C:\ENGREMIAT_CORE\data\integration-smoke-148	data\_OFFICIAL_MODULES\integration-smoke-148	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-bridge-051	kanban-bridge-051	C:\ENGREMIAT_CORE\data\kanban-bridge-051	data\_OFFICIAL_MODULES\kanban-bridge-051	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-bridge-preview-082	kanban-bridge-preview-082	C:\ENGREMIAT_CORE\data\kanban-bridge-preview-082	data\_OFFICIAL_MODULES\kanban-bridge-preview-082	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-dryrun-gate-108	kanban-dryrun-gate-108	C:\ENGREMIAT_CORE\data\kanban-dryrun-gate-108	data\_OFFICIAL_MODULES\kanban-dryrun-gate-108	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-human-control	kanban-human-control	C:\ENGREMIAT_CORE\data\kanban-human-control	data\_OFFICIAL_MODULES\kanban-human-control	False	True	PANEL	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-real-setup-012	kanban-real-setup-012	C:\ENGREMIAT_CORE\data\kanban-real-setup-012	data\_OFFICIAL_MODULES\kanban-real-setup-012	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-real-write-lab-072	kanban-real-write-lab-072	C:\ENGREMIAT_CORE\data\kanban-real-write-lab-072	data\_OFFICIAL_MODULES\kanban-real-write-lab-072	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-sync-042	kanban-sync-042	C:\ENGREMIAT_CORE\data\kanban-sync-042	data\_OFFICIAL_MODULES\kanban-sync-042	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-visible-ollama-ready-013	kanban-visible-ollama-ready-013	C:\ENGREMIAT_CORE\data\kanban-visible-ollama-ready-013	data\_OFFICIAL_MODULES\kanban-visible-ollama-ready-013	False	True	KNOWLEDGE	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-write-authorization-107	kanban-write-authorization-107	C:\ENGREMIAT_CORE\data\kanban-write-authorization-107	data\_OFFICIAL_MODULES\kanban-write-authorization-107	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
kanban-write-sim-062	kanban-write-sim-062	C:\ENGREMIAT_CORE\data\kanban-write-sim-062	data\_OFFICIAL_MODULES\kanban-write-sim-062	False	True	ADAPTER	PLAN_CREATE_IDENTITY_THEN_COPY_TO_OFFICIAL	False	True
